10,5115,4
10,5272,3
10,5461,3
10,6063,1
10,6630,3
10,7001,4
10,8167,3
10,9246,2
10,9731,3
10,10111,5
10,10249,4
10,10509,2
10,10610,5
10,10944,4
10,11285,5
10,11692,5
10,11854,4
10,11868,5
10,11927,5
11,2077,3
11,4536,4
11,5115,4
11,5436,4
11,5461,4
11,5645,4
11,6063,4
11,6342,5
11,6630,4
11,7001,5
11,8484,5
11,9246,5
11,9771,5
11,10111,5
11,10140,4
11,10246,3
11,10610,5
11,10727,5
11,10944,4
11,11599,3
11,11692,4
11,11927,2
11,11945,5
12,8669,4
12,9722,4
12,11599,3
12,11691,3
12,11927,3
12,12476,2
12,13000,4
12,13274,4
12,13282,5
12,13826,4
12,14222,4
12,14285,3
12,15054,3
12,15494,3
12,16569,4
12,16587,3
12,16913,5
12,17242,4
12,17984,5
12,18199,3
12,18316,5
12,18798,2
13,16569,3
13,17434,3
13,17643,5
13,19526,5
13,19724,5
13,19942,2
13,20406,5
13,20782,3
13,21217,4
13,21228,4
13,21676,5
13,21733,5
13,23612,5
13,25164,4
13,25840,2
13,26145,3
13,26629,5
13,26718,5
13,27834,4
13,27934,5
13,29819,4
13,30313,4
13,30794,4
13,32338,4
13,32635,4
13,32745,4
13,32748,5
13,32918,4
13,33065,4
14,8178,5
14,8370,3
14,8484,3
14,8510,3
14,9246,3
14,10111,4
14,10402,4
14,10944,4
14,11285,3
14,11692,5
14,11927,3
14,11945,4
14,12381,4
14,12874,4
14,12946,5
14,13794,3
14,14546,5
15,12381,5
15,12874,4
15,12946,4
15,13034,4
15,13274,5
15,13282,5
15,13544,4
15,13776,5
15,13794,5
15,13991,5
15,14192,4
15,14546,5
15,14603,5
15,15604,3
15,16569,4
15,16913,5
15,17228,5
15,17434,4
15,17566,4
15,17984,4
15,18031,5
15,18361,5
15,18798,3
15,19724,5
15,19729,4
16,3087,2
16,3662,5
16,3922,5
16,5115,4
16,5461,4
16,5645,4
16,5885,5
16,6063,4
16,6342,4
16,6630,5
16,8370,5
16,8510,5
16,9806,5
16,10111,4
16,10402,3
16,10509,5
16,10610,3
16,10944,4
16,11272,3
16,11691,4
16,11692,4
16,11927,5
16,11945,5
16,11999,3
16,12471,4
17,13544,5
17,14222,3
17,14936,4
17,15494,4
17,16569,3
17,16913,4
17,17663,5
17,17984,4
17,18031,3
17,18313,5
17,18361,4
17,18798,3
17,19171,5
17,19724,5
17,19729,4
17,19984,5
17,20076,3
17,20848,4
17,21228,5
17,21713,4
17,22534,3
17,22602,4
17,23612,4
17,24499,4
17,24582,4
17,24845,5
17,25164,3
17,26053,4
17,26145,4
17,26629,4
18,8167,4
18,9011,4
18,9722,4
18,9731,4
18,9771,5
18,10111,5
18,10140,3
18,10246,3
18,10249,5
18,10288,5
18,10509,2
18,10751,5
18,10944,4
18,11285,4
18,11408,4
18,11599,5
18,11854,4
18,11868,5
18,11927,5
18,11999,3
18,12471,5
18,12476,5
18,12874,4
18,12946,4
18,13544,5
18,14546,5
18,14603,4
18,14936,4
19,5436,5
19,5461,5
19,5885,4
19,6063,5
19,6342,5
19,6630,5
19,7001,4
19,8167,4
19,8484,5
19,9246,2
19,10140,3
19,10246,4
19,10249,4
19,10509,2
19,10610,3
19,10944,5
19,11285,2
19,11408,2
19,11445,5
19,11868,1
19,11927,5
19,12381,5
19,12946,5
19,13034,4
19,13282,1
19,13794,2
19,14248,4
19,14546,5
19,15604,3
20,5885,4
20,6252,3
20,6630,5
20,7563,2
20,8454,1
20,8669,4
20,9722,4
20,10246,4
20,10288,2
20,10335,4
20,10610,4
20,11239,4
20,11599,5
20,11691,3
20,11854,3
20,11927,4
20,11945,2
20,12471,3
20,12476,2
20,13282,5
20,13544,4
20,14222,3
20,14936,3
20,16377,5
20,16569,3
20,16913,4
20,17663,3
20,17984,3
20,18031,3
20,18313,5
20,18361,4
20,18798,3
20,19171,5
20,19724,5
20,19729,3
20,19984,5
21,9731,4
21,9771,4
21,10111,4
21,10140,3
21,10249,5
21,10509,2
21,10751,5
21,10944,4
21,11285,4
21,11408,4
21,11599,5
21,11854,4
21,11868,5
21,11927,5
21,11999,3
21,12466,3
21,12471,5
21,12476,5
22,3087,4
22,3922,4
22,4536,5
22,5115,4
22,5272,5
22,5461,4
22,5885,4
22,6063,4
22,6342,4
22,6630,2
22,6698,2
22,7001,4
22,7563,3
22,8370,3
22,9246,4
22,9731,5
22,10111,1
22,10751,3
22,11239,3
22,11285,3
22,11445,4
22,11691,3
22,11692,4
23,14546,5
23,14603,4
23,14936,4
23,15604,4
23,15889,3
23,16377,5
23,16913,2
23,17566,3
23,17643,2
23,17984,5
23,18031,5
23,18100,4
23,18313,5
23,18361,4
23,18798,4
23,19724,5
23,19729,4
23,19942,4
23,20076,3
23,21228,3
23,21676,5
23,21713,4
23,23612,5
